,covid.csv,kickstarter.csv,ikea.csv,asteroids.csv,youtube.csv,population.csv,riksdagen.csv,gdp.csv,energy.csv
1,0.2631578947368421,0.28875,0.30211153221440173,0.13962525870800124,0.32,0.2936170212765957,0.3333333333333333,0.26424870466321243,0.29545454545454547
2,0.23923444976076555,0.15625,0.18624796968056306,0.1393170108767449,0.11,0.1574468085106383,0.17269076305220885,0.19170984455958548,0.1590909090909091
3,0.11961722488038277,0.10325,0.136978884677856,0.14842133074992295,0.11,0.1276595744680851,0.10642570281124498,0.17616580310880828,0.10454545454545454
4,0.07655502392344497,0.0735,0.10584731997834326,0.15369457043462945,0.1,0.08936170212765958,0.1144578313253012,0.09844559585492228,0.1
5,0.07655502392344497,0.08575,0.07931781266919329,0.15073318948434541,0.12,0.1148936170212766,0.06224899598393574,0.08808290155440414,0.09090909090909091
6,0.03827751196172249,0.05425,0.05576610720086627,0.1543220749482584,0.03,0.07659574468085106,0.06827309236947791,0.03626943005181347,0.08636363636363636
7,0.08133971291866028,0.05,0.04791553871142393,0.08283059579902241,0.1,0.03404255319148936,0.060240963855421686,0.05181347150259067,0.02727272727272727
8,0.0430622009569378,0.04075,0.03167298321602599,0.01539037386058391,0.03,0.059574468085106386,0.04417670682730924,0.046632124352331605,0.08181818181818182
9,0.06220095693779904,0.027,0.05414185165132648,0.015665595138491348,0.03,0.04680851063829787,0.03815261044176707,0.046632124352331605,0.04090909090909091
